experiment_id,geometry,mode,k_min,k_max,n_cells,CP,MPIW,CP_Ankara,CP_Antalya,CP_Konya,CP_Rize,CP_Van,worst_step_dev,CP_AprMay,max_city_deviation,reliability
abl_rize_plus_antalya_s42_b1,exchangeable,city_horizon,1.2249149084091187,1.7432478666305542,48,0.9483352152240367,468.8686828613281,,0.9527433661092902,,0.9440014563990533,,0.010565870910698494,0.9381073189411708,0.005998543600946649,0.0016647847759632128
abl_rize_plus_antalya_s42_b1,exchangeable,per_season,1.1826937198638916,1.603839635848999,4,0.947270340484518,457.5048828125,,0.9779827046645557,,0.9170762789004188,,0.034278122232063835,0.9514144847063328,0.032923721099581194,0.002729659515481986
abl_rize_plus_antalya_s42_b1,exchangeable,city_season,0.8378064036369324,1.7835118770599365,8,0.948436194725198,444.5286560058594,,0.9523915338036776,,0.9445476060440561,,0.029627989371124985,0.9572543200421234,0.005452393955943879,0.0015638052748019327
abl_rize_plus_antalya_s42_b1,exchangeable,season_horizon,1.0417715311050415,1.760666012763977,96,0.9472795204391691,457.9776306152344,,0.9772420050737922,,0.9178226834152557,,0.010344827586206806,0.9509836771815614,0.03217731658474421,0.0027204795608308796
abl_rize_plus_antalya_s42_b1,exchangeable,city_season_horizon,0.7767388224601746,2.1169352531433105,192,0.9494918895100658,447.0883483886719,,0.9533914782512083,,0.9456581103222282,,0.008066651953211212,0.9564884399980853,0.004341889677771715,0.0005081104899341549
abl_rize_plus_antalya_s42_b1,temporal,none,1.0,1.0,0,0.73588458039813,256.169921875,,0.7561890472618155,,0.7149546762899,,0.24151853732859319,,0.2350453237101,0.21411541960186997
abl_rize_plus_antalya_s42_b1,temporal,global,1.392356514930725,1.392356514930725,1,0.9171479342514438,356.67987060546875,,0.9311911311161124,,0.9026721656570864,,0.04949238578680204,,0.047327834342913544,0.03285206574855615
abl_rize_plus_antalya_s42_b1,temporal,per_horizon,1.1747074127197266,1.4618477821350098,24,0.9152651731505574,355.1309814453125,,0.9284612819871635,,0.9016625853847146,,0.05609137055837554,,0.0483374146152854,0.03473482684944251
abl_rize_plus_antalya_s42_b1,temporal,per_city,1.1152491569519043,1.5938457250595093,2,0.8764781790103869,339.2886047363281,,0.8105359673251646,,0.9444516045882201,,0.09137055837563446,,0.13946403267483531,0.07352182098961302
abl_rize_plus_antalya_s42_b1,temporal,city_horizon,1.0290530920028687,1.715956211090088,48,0.8767426117492755,338.82037353515625,,0.8110152538134534,,0.9444945654508743,,0.09082720121796495,,0.13898474618654655,0.07325738825072448
abl_rize_plus_antalya_s42_b1,temporal,per_season,1.392356514930725,1.6227589845657349,3,0.9299782107423156,373.27215576171875,,0.9451321163624239,,0.9143575202990076,,0.037055837563451766,,0.035642479700992324,0.020021789257684386
abl_rize_plus_antalya_s42_b1,temporal,city_season,1.1382981538772583,1.9294137954711914,6,0.9128218146432273,364.3120422363281,,0.8934733683420856,,0.932766249946299,,0.05360589131538851,,0.056526631657914383,0.03717818535677264
abl_rize_plus_antalya_s42_b1,temporal,season_horizon,1.2467126846313477,1.7767620086669922,72,0.9300522519092044,373.7736511230469,,0.9452363090772693,,0.9144004811616617,,0.03100558659217878,,0.03559951883833823,0.01994774809079558
abl_rize_plus_antalya_s42_b1,temporal,city_season_horizon,0.9920096397399902,2.341066837310791,144,0.914006473313448,365.9276123046875,,0.8942235558889723,,0.9343987627271556,,0.05487557135601828,,0.05577644411102767,0.03599352668655198
abl_rize_plus_antalya_s42_b1,season_balanced,none,1.0,1.0,0,0.8013090489870676,326.69586181640625,,0.8547867017530855,,0.7474672089855775,,0.17735385988398034,0.7500634614408286,0.20253279101442245,0.1486909510129324
abl_rize_plus_antalya_s42_b1,season_balanced,global,1.4676053524017334,1.4676053524017334,1,0.9498321851263027,479.4606018066406,,0.9778177235832622,,0.921656062839338,,0.038621151271753695,0.9231355028684571,0.02834393716066197,0.00016781487369721404
