city,season,HR,n,mean,median,q25,q75
Van,İlkbahar,5,582,16.89450171821306,4.46,0.0,25.995
Van,İlkbahar,6,582,100.70008591065292,79.335,24.04,165.5875
Van,İlkbahar,7,582,241.27850515463916,216.8,136.305,341.965
Van,İlkbahar,8,582,395.1641924398625,369.85,263.27750000000003,526.155
Van,İlkbahar,9,582,542.3090893470791,547.635,408.0675,691.765
Van,İlkbahar,10,582,649.4801374570446,657.46,525.4725,801.9025
Van,İlkbahar,11,582,708.3743986254296,718.99,591.52,864.295
Van,İlkbahar,12,582,704.2148797250859,720.95,584.0250000000001,843.35
Van,İlkbahar,13,582,651.6794329896907,670.4100000000001,540.41,787.4675
Van,İlkbahar,14,582,559.0843470790378,566.74,449.15,674.9375
Van,İlkbahar,15,582,422.65293814432994,413.53499999999997,325.39250000000004,518.1949999999999
Van,İlkbahar,16,582,272.3556529209622,256.56,196.465,338.4575
Van,İlkbahar,17,582,127.11235395189003,117.3,65.1275,174.6325
Van,İlkbahar,18,582,23.169570446735396,12.66,0.0,34.5625
Van,İlkbahar,19,582,0.0,0.0,0.0,0.0
Van,İlkbahar,20,582,0.0,0.0,0.0,0.0
Van,İlkbahar,21,582,0.0,0.0,0.0,0.0
Van,İlkbahar,22,582,0.0,0.0,0.0,0.0
Van,İlkbahar,23,582,0.0,0.0,0.0,0.0
Van,Yaz,0,615,0.0,0.0,0.0,0.0
Van,Yaz,1,615,0.0,0.0,0.0,0.0
Van,Yaz,2,615,0.0,0.0,0.0,0.0
Van,Yaz,3,615,0.0,0.0,0.0,0.0
Van,Yaz,4,615,0.0,0.0,0.0,0.0
Van,Yaz,5,615,43.107853658536584,40.88,16.725,68.945
Van,Yaz,6,615,197.02253658536586,197.2,153.825,242.56
Van,Yaz,7,615,395.7801138211382,398.4,352.70000000000005,445.45000000000005
Van,Yaz,8,615,590.8452195121952,595.17,553.045,640.89
Van,Yaz,9,615,758.9085040650406,764.88,724.49,805.7
Van,Yaz,10,615,869.6876747967481,882.62,837.8,918.735
Van,Yaz,11,615,921.1336910569105,941.38,885.335,981.675
Van,Yaz,12,615,908.0489756097561,930.55,861.69,986.315
Van,Yaz,13,615,844.5092032520325,875.03,783.8599999999999,934.89
Van,Yaz,14,615,753.1771869918699,784.0,705.89,833.665
Van,Yaz,15,615,606.4566991869918,629.38,560.01,681.375
Van,Yaz,16,615,429.6271056910569,444.8,381.71,495.16499999999996
Van,Yaz,17,615,242.1169918699187,250.35,194.89999999999998,293.315
Van,Yaz,18,615,77.13040650406504,84.93,48.01,106.2
Van,Yaz,19,615,3.1056747967479676,3.55,0.0,6.04
Van,Yaz,20,615,0.0,0.0,0.0,0.0
Van,Yaz,21,615,0.0,0.0,0.0,0.0
Van,Yaz,22,615,0.0,0.0,0.0,0.0
Van,Yaz,23,615,0.0,0.0,0.0,0.0
Van,Sonbahar,0,637,0.0,0.0,0.0,0.0
Van,Sonbahar,1,637,0.0,0.0,0.0,0.0
Van,Sonbahar,2,637,0.0,0.0,0.0,0.0
Van,Sonbahar,3,637,0.0,0.0,0.0,0.0
Van,Sonbahar,4,637,0.0,0.0,0.0,0.0
Van,Sonbahar,5,637,0.09767660910518053,0.0,0.0,0.0
Van,Sonbahar,6,637,32.1760125588697,18.17,0.0,56.12
Van,Sonbahar,7,637,162.72131868131868,160.85,79.9,243.95
Van,Sonbahar,8,637,332.7308006279435,343.33,234.85,444.55
Van,Sonbahar,9,637,481.53566718995285,510.12,372.85,615.55
Van,Sonbahar,10,637,585.36579277865,605.97,479.52,731.53
Van,Sonbahar,11,637,631.2602825745682,650.88,517.97,787.25
Van,Sonbahar,12,637,613.0111459968603,628.5,493.4,776.28
Van,Sonbahar,13,637,541.6509576138147,547.83,411.77,696.03
Van,Sonbahar,14,637,436.1783673469388,429.4,310.02,577.08
Van,Sonbahar,15,637,291.1006593406593,273.25,176.0,402.12
Van,Sonbahar,16,637,132.43516483516484,105.97,37.1,216.27
Van,Sonbahar,17,637,28.419497645211933,4.9,0.0,45.4
Van,Sonbahar,18,637,0.6635478806907379,0.0,0.0,0.0
Van,Sonbahar,19,637,0.0,0.0,0.0,0.0
Van,Sonbahar,20,637,0.0,0.0,0.0,0.0
Van,Sonbahar,21,637,0.0,0.0,0.0,0.0
Van,Sonbahar,22,637,0.0,0.0,0.0,0.0
Van,Sonbahar,23,637,0.0,0.0,0.0,0.0
